,Feature,num_feat_genes,num_feat_ids,GO,term,class,p,p_corr,n_genes,n_study,n_go,study_geneIDs
1400,Cytoplasm_Texture_Entropy_ConA_20_03_256,26,22,GO:0006488,dolichol-linked oligosaccharide biosynthetic process,biological_process,1.3560699633441715e-11,1.6190119292366065e-07,5,22,16,"{1798, 8813, 79087, 56052, 79796}"
1401,Cytoplasm_Texture_InfoMeas1_DAPI_Painting_20_00_256,339,284,GO:0005654,nucleoplasm,cellular_component,1.4229343754390198e-10,2.4744828788884555e-07,110,275,3887,"{27158, 51747, 51750, 6187, 171568, 4659, 9785, 573, 9790, 6207, 8773, 11335, 4172, 4174, 9295, 2130, 56915, 6227, 6233, 6749, 140901, 79980, 9837, 7290, 7818, 3212, 3215, 55957, 7322, 8861, 57508, 79016, 10923, 160428, 51382, 1207, 54971, 118460, 51388, 10940, 5822, 1736, 79050, 8396, 27341, 1745, 134353, 25816, 54496, 84193, 8930, 10979, 10474, 9968, 221937, 1786, 51455, 7936, 83732, 10014, 83746, 5925, 57132, 1327, 57647, 5425, 822, 51514, 5435, 10565, 25926, 84296, 3400, 51530, 5982, 11103, 57187, 84324, 57703, 360, 23404, 10608, 6520, 11129, 729978, 51077, 905, 2958, 402, 8086, 80790, 2968, 51095, 5537, 5546, 29101, 7597, 29110, 10171, 85437, 22976, 55257, 93145, 84447, 10213, 55781, 10735, 3575, 51194, 55294}"
1402,Cytoplasm_Texture_InfoMeas1_Mito_20_00_256,554,450,GO:0005654,nucleoplasm,cellular_component,1.5031633123275792e-09,2.6140010001376603e-06,155,439,3887,"{79366, 523, 6667, 27158, 8731, 7707, 27166, 55839, 339487, 546, 23587, 1063, 23594, 26155, 51759, 5683, 9785, 6203, 5691, 6205, 55869, 10813, 9790, 587, 7756, 3661, 6223, 10324, 5717, 2135, 604, 10844, 55904, 79980, 3191, 135293, 4221, 5253, 646, 5771, 8846, 51343, 55957, 7324, 3232, 9889, 51362, 79016, 153769, 10921, 9897, 92335, 6835, 5303, 92856, 1207, 51388, 118460, 54973, 49855, 5822, 10438, 1736, 79050, 4300, 10445, 84172, 64207, 1745, 3796, 79576, 10979, 10474, 9453, 9968, 9978, 6396, 1788, 51455, 5888, 6923, 8467, 79647, 10016, 123169, 51496, 81704, 5929, 55596, 51504, 11056, 25906, 25909, 50485, 728888, 10556, 4926, 85313, 51010, 348995, 64837, 51013, 10569, 144715, 23373, 117584, 122704, 200539, 10075, 5469, 5985, 6503, 5993, 1387, 57205, 27005, 10109, 6015, 55683, 80774, 57222, 402, 2962, 8602, 5531, 7068, 1436, 10138, 11169, 63906, 79269, 728489, 23466, 80306, 23476, 163255, 10172, 22976, 5578, 26061, 22992, 2000, 80854, 5080, 10714, 84955, 51163, 23522, 55781, 5608, 203245, 10735, 83444, 1015, 55294}"
1403,Cytoplasm_Texture_InfoMeas1_Phalloidin_20_00_256,368,311,GO:0032543,mitochondrial translation,biological_process,1.292086674344524e-13,1.542622280499927e-09,18,302,94,"{55168, 29088, 23107, 63875, 55173, 64963, 6183, 60488, 26024, 64965, 65993, 28973, 57038, 65005, 28977, 51318, 63931, 55037}"
1404,Cytoplasm_Texture_InfoMeas1_Phalloidin_20_00_256,368,311,GO:0005763,mitochondrial small ribosomal subunit,cellular_component,2.9027654146050823e-13,5.047909055998238e-10,12,302,32,"{55168, 29088, 23107, 63875, 55173, 64963, 6183, 60488, 26024, 64965, 65993, 28973, 57038, 65005, 28977, 51318, 63931, 55037}"
1405,Cytoplasm_Texture_InfoMeas1_Phalloidin_20_00_256,368,311,GO:0005739,mitochondrion,cellular_component,9.838165595257554e-11,8.554284985076443e-08,58,302,1367,"{55168, 29088, 23107, 63875, 55173, 64963, 6183, 60488, 26024, 64965, 65993, 28973, 57038, 65005, 28977, 51318, 63931, 55037}"
1406,Cytoplasm_Texture_InfoMeas1_Phalloidin_20_00_256,368,311,GO:0005759,mitochondrial matrix,cellular_component,3.5383865065399616e-09,2.0510847116243313e-06,26,302,381,"{55168, 29088, 23107, 63875, 55173, 64963, 6183, 60488, 26024, 64965, 65993, 28973, 57038, 65005, 28977, 51318, 63931, 55037}"
1407,Cytoplasm_Texture_InfoMeas1_Phalloidin_20_00_256,368,311,GO:0005743,mitochondrial inner membrane,cellular_component,5.250762655160095e-09,2.282769064330851e-06,28,302,454,"{55168, 29088, 23107, 63875, 55173, 64963, 6183, 60488, 26024, 64965, 65993, 28973, 57038, 65005, 28977, 51318, 63931, 55037}"
1408,Cytoplasm_Texture_InfoMeas1_Phalloidin_20_00_256,368,311,GO:0005730,nucleolus,cellular_component,1.2867971663001461e-08,4.475480544391908e-06,41,302,1357,"{55168, 29088, 23107, 63875, 55173, 64963, 6183, 60488, 26024, 64965, 65993, 28973, 57038, 65005, 28977, 51318, 63931, 55037}"
1409,Cytoplasm_Texture_InfoMeas1_Phalloidin_20_00_256,368,311,GO:0003723,RNA binding,molecular_function,2.939817462292145e-11,1.2844062492754382e-07,61,302,1389,"{55168, 29088, 23107, 63875, 55173, 64963, 6183, 60488, 26024, 64965, 65993, 28973, 57038, 65005, 28977, 51318, 63931, 55037}"
1410,Cytoplasm_Texture_InfoMeas1_Phalloidin_20_00_256,368,311,GO:0003735,structural constituent of ribosome,molecular_function,1.2533446944517543e-09,2.7379314850298573e-06,18,302,178,"{55168, 29088, 23107, 63875, 55173, 64963, 6183, 60488, 26024, 64965, 65993, 28973, 57038, 65005, 28977, 51318, 63931, 55037}"
1411,Cytoplasm_Texture_InfoMeas1_Phalloidin_20_01_256,238,207,GO:0042274,ribosomal small subunit biogenesis,biological_process,6.683732964381273e-19,7.979708786174802e-15,18,203,72,"{84128, 10528, 55813, 10171, 84135, 55781, 57647, 84946, 9277, 6228, 6229, 11103, 23160, 65083, 27292, 6205, 9790, 102724159}"
1412,Cytoplasm_Texture_InfoMeas1_Phalloidin_20_01_256,238,207,GO:2000234,positive regulation of rRNA processing,biological_process,8.169527854941448e-10,4.876799653007298e-06,6,203,10,"{84128, 10528, 55813, 10171, 84135, 55781, 57647, 84946, 9277, 6228, 6229, 11103, 23160, 65083, 27292, 6205, 9790, 102724159}"
1413,Cytoplasm_Texture_InfoMeas1_Phalloidin_20_01_256,238,207,GO:0032040,small-subunit processome,cellular_component,6.177409732243079e-16,1.0742515524370715e-12,16,203,74,"{84128, 10528, 55813, 10171, 84135, 55781, 57647, 84946, 9277, 6228, 6229, 11103, 23160, 65083, 27292, 6205, 9790, 102724159}"
1414,Cytoplasm_Texture_InfoMeas1_Phalloidin_20_02_256,407,347,GO:0003723,RNA binding,molecular_function,7.132806618176407e-11,3.116323211481272e-07,65,340,1389,"{6144, 51073, 51202, 9987, 51077, 170506, 84240, 2193, 84881, 1939, 10262, 9238, 1431, 3608, 6942, 11168, 64928, 5536, 51497, 23210, 8106, 57647, 399664, 64434, 5939, 23223, 23608, 55226, 6203, 220988, 127933, 8638, 831, 1213, 9790, 1984, 4035, 64965, 6727, 22984, 23367, 79050, 56647, 60493, 57038, 51663, 10189, 6227, 9939, 6232, 11100, 138716, 4191, 6624, 84321, 246243, 2023, 7019, 4204, 51692, 29803, 55147, 84726, 2935, 4731}"
1415,Cytoplasm_Texture_InfoMeas1_WGA_10_01_256,25,25,GO:1902495,transmembrane transporter complex,cellular_component,2.346535891868375e-09,4.080625915959104e-06,4,25,13,"{528, 9114, 533, 527}"
1416,Cytoplasm_Texture_InfoMeas1_WGA_10_02_256,36,32,GO:0030665,clathrin-coated vesicle membrane,cellular_component,1.9265845267676465e-09,3.3503304920489373e-06,5,31,29,"{523, 526, 527, 528, 9114}"
1417,Cytoplasm_Texture_InfoMeas1_WGA_10_02_256,36,32,GO:1902495,transmembrane transporter complex,cellular_component,5.822541679828381e-09,5.062699990610777e-06,4,31,13,"{523, 526, 527, 528, 9114}"
1418,Cytoplasm_Texture_InfoMeas1_WGA_10_02_256,36,32,GO:0046961,"proton-transporting ATPase activity, rotational mechanism",molecular_function,5.204757895322261e-10,2.273958724466296e-06,5,31,24,"{523, 526, 527, 528, 9114}"
1419,Cytoplasm_Texture_InfoMeas1_WGA_20_00_256,204,164,GO:0097401,synaptic vesicle lumen acidification,biological_process,1.0194679521082755e-12,1.2171427880220701e-08,8,159,16,"{523, 526, 9550, 528, 529, 51382, 537, 9114}"
1420,Cytoplasm_Texture_InfoMeas1_WGA_20_00_256,204,164,GO:0016241,regulation of macroautophagy,biological_process,4.739366884862402e-12,2.829165061918611e-08,11,159,55,"{523, 526, 9550, 528, 529, 51382, 537, 9114}"
1421,Cytoplasm_Texture_InfoMeas1_WGA_20_00_256,204,164,GO:0030665,clathrin-coated vesicle membrane,cellular_component,4.73754788556315e-12,5.844277151025553e-09,9,159,29,"{523, 526, 9550, 528, 529, 51382, 537, 9114}"
1422,Cytoplasm_Texture_InfoMeas1_WGA_20_00_256,204,164,GO:1902495,transmembrane transporter complex,cellular_component,6.721422830391666e-12,5.844277151025553e-09,7,159,13,"{523, 526, 9550, 528, 529, 51382, 537, 9114}"
1423,Cytoplasm_Texture_InfoMeas1_WGA_20_00_256,204,164,GO:0000221,"vacuolar proton-transporting V-type ATPase, V1 domain",cellular_component,4.069324542133227e-10,2.3588517929232273e-07,6,159,11,"{523, 526, 9550, 528, 529, 51382, 537, 9114}"
1424,Cytoplasm_Texture_InfoMeas1_WGA_20_00_256,204,164,GO:0016469,proton-transporting two-sector ATPase complex,cellular_component,9.688984153669705e-09,4.212285860807904e-06,4,159,4,"{523, 526, 9550, 528, 529, 51382, 537, 9114}"
1425,Cytoplasm_Texture_InfoMeas1_WGA_20_00_256,204,164,GO:0046961,"proton-transporting ATPase activity, rotational mechanism",molecular_function,3.591273273567746e-13,1.5690272932217484e-09,9,159,24,"{523, 526, 9550, 528, 529, 51382, 537, 9114}"
1426,Cytoplasm_Texture_InfoMeas1_WGA_20_02_256,200,175,GO:0097401,synaptic vesicle lumen acidification,biological_process,1.3839993075209374e-10,1.6523567732492473e-06,7,168,16,"{523, 526, 9550, 528, 529, 51382, 9114}"
1427,Cytoplasm_Texture_InfoMeas1_WGA_20_02_256,200,175,GO:0000221,"vacuolar proton-transporting V-type ATPase, V1 domain",cellular_component,5.677756244492214e-10,9.787283236234154e-07,6,168,11,"{523, 526, 9550, 528, 529, 51382, 9114}"
1428,Cytoplasm_Texture_InfoMeas1_WGA_20_02_256,200,175,GO:1902495,transmembrane transporter complex,cellular_component,1.125621993816464e-09,9.787283236234154e-07,6,168,13,"{523, 526, 9550, 528, 529, 51382, 9114}"
1429,Cytoplasm_Texture_InfoMeas1_WGA_20_02_256,200,175,GO:0046961,"proton-transporting ATPase activity, rotational mechanism",molecular_function,3.749253630640459e-11,1.6380489112268166e-07,8,168,24,"{523, 526, 9550, 528, 529, 51382, 9114}"
1430,Cytoplasm_Texture_InfoMeas1_WGA_5_00_256,180,160,GO:0005654,nucleoplasm,cellular_component,2.2422467546341491e-13,3.8992671063087855e-10,78,158,3887,"{5126, 23049, 523, 27158, 3611, 51747, 84516, 6193, 8243, 9277, 9790, 4175, 6227, 6228, 54881, 51322, 23168, 7317, 192669, 162989, 8881, 8882, 51382, 5822, 4802, 54475, 10445, 27341, 10465, 79084, 9968, 8438, 9978, 64768, 5889, 8453, 2314, 54555, 10025, 11051, 7469, 5422, 57647, 5426, 10556, 84285, 25920, 5441, 84296, 25929, 332, 3921, 55122, 5982, 5983, 5985, 22893, 10607, 79228, 892, 55683, 2958, 10131, 29079, 5531, 11169, 9126, 445, 56254, 11218, 84946, 5094, 6119, 10735, 83439, 7153, 2553, 9212}"
1431,Cytoplasm_Texture_InfoMeas1_WGA_5_00_256,180,160,GO:0003723,RNA binding,molecular_function,1.487060454644366e-11,6.496967126341236e-08,41,158,1389,"{5126, 23049, 523, 27158, 3611, 51747, 84516, 6193, 8243, 9277, 9790, 4175, 6227, 6228, 54881, 51322, 23168, 7317, 192669, 162989, 8881, 8882, 51382, 5822, 4802, 54475, 10445, 27341, 10465, 79084, 9968, 8438, 9978, 64768, 5889, 8453, 2314, 54555, 10025, 11051, 7469, 5422, 57647, 5426, 10556, 84285, 25920, 5441, 84296, 25929, 332, 3921, 55122, 5982, 5983, 5985, 22893, 10607, 79228, 892, 55683, 2958, 10131, 29079, 5531, 11169, 9126, 445, 56254, 11218, 84946, 5094, 6119, 10735, 83439, 7153, 2553, 9212}"
1432,Cytoplasm_Texture_InfoMeas1_WGA_5_01_256,81,72,GO:0030665,clathrin-coated vesicle membrane,cellular_component,2.4491473119056022e-09,4.259067175403842e-06,6,72,29,"{526, 527, 528, 533, 51382, 537}"
1433,Cytoplasm_Texture_InfoMeas1_WGA_5_02_256,189,164,GO:0005654,nucleoplasm,cellular_component,2.5299666432270145e-14,4.399611992571778e-11,82,164,3887,"{9730, 55813, 23049, 8208, 8731, 5162, 55341, 171568, 6201, 9277, 26173, 6207, 11335, 5714, 56919, 2648, 121441, 9330, 23160, 7295, 81556, 29844, 7317, 25764, 51367, 162989, 6829, 9904, 8882, 51382, 7862, 9401, 8896, 25793, 1736, 27341, 116447, 79075, 5347, 6884, 25836, 79084, 5359, 84722, 8453, 6923, 22803, 6431, 8480, 10025, 7469, 5427, 9015, 5439, 25929, 51533, 5985, 55660, 9070, 79228, 51077, 84365, 2958, 2960, 5531, 11169, 55718, 9126, 64425, 2475, 63922, 55234, 79813, 463, 84946, 55781, 113130, 10735, 8178, 84984, 1017, 79871}"
1434,Cytoplasm_Texture_InfoMeas1_WGA_5_02_256,189,164,GO:1902495,transmembrane transporter complex,cellular_component,9.731957402322266e-10,8.46193696131921e-07,6,164,13,"{9730, 55813, 23049, 8208, 8731, 5162, 55341, 171568, 6201, 9277, 26173, 6207, 11335, 5714, 56919, 2648, 121441, 9330, 23160, 7295, 81556, 29844, 7317, 25764, 51367, 162989, 6829, 9904, 8882, 51382, 7862, 9401, 8896, 25793, 1736, 27341, 116447, 79075, 5347, 6884, 25836, 79084, 5359, 84722, 8453, 6923, 22803, 6431, 8480, 10025, 7469, 5427, 9015, 5439, 25929, 51533, 5985, 55660, 9070, 79228, 51077, 84365, 2958, 2960, 5531, 11169, 55718, 9126, 64425, 2475, 63922, 55234, 79813, 463, 84946, 55781, 113130, 10735, 8178, 84984, 1017, 79871}"
1435,Cytoplasm_Texture_InfoMeas2_ConA_10_01_256,43,40,GO:0006488,dolichol-linked oligosaccharide biosynthetic process,biological_process,2.935857919954285e-10,3.5051207706334213e-06,5,39,16,"{8813, 79087, 10195, 79796, 9526}"
1436,Cytoplasm_Texture_InfoMeas2_ConA_5_00_256,85,72,GO:0006488,dolichol-linked oligosaccharide biosynthetic process,biological_process,2.92578114759805e-13,3.493090112117312e-09,7,71,16,"{1798, 8813, 79087, 10195, 79796, 56052, 9526}"
1437,Cytoplasm_Texture_InfoMeas2_DAPI_Painting_20_00_256,269,227,GO:0005654,nucleoplasm,cellular_component,7.333633139708397e-12,1.2753188029952902e-08,96,221,3887,"{27158, 3096, 8731, 51747, 6187, 171568, 23090, 9785, 5692, 9277, 9790, 4172, 4174, 2130, 6227, 6233, 6749, 8295, 79980, 9837, 3187, 23160, 3212, 55957, 7317, 7322, 8861, 7329, 51367, 10923, 51382, 118460, 10940, 5822, 1736, 79050, 84172, 27341, 29903, 1745, 134353, 7378, 54487, 79577, 54496, 10979, 9968, 197370, 143098, 6908, 51455, 5888, 9994, 29966, 5393, 5928, 57647, 79664, 9521, 5425, 822, 10038, 5435, 10565, 84295, 84296, 51530, 57680, 57178, 200539, 5982, 10592, 5985, 57187, 84324, 57703, 360, 51562, 23404, 23435, 29079, 51095, 29101, 7597, 5557, 2491, 85437, 22974, 59335, 84447, 100861412, 55781, 6632, 10735, 10746, 55806}"
1438,Cytoplasm_Texture_InfoMeas2_DAPI_Painting_20_02_256,109,96,GO:0006261,DNA-templated DNA replication,biological_process,2.345299234854158e-10,2.8000527564923792e-06,7,95,28,"{5985, 11169, 5425, 5427, 10714, 5982, 5983}"
1439,Cytoplasm_Texture_InfoMeas2_Phalloidin_20_00_256,313,272,GO:0032543,mitochondrial translation,biological_process,1.2760319311172669e-15,1.523454522560905e-11,19,271,94,"{51073, 63875, 51081, 29074, 64928, 6183, 26024, 28973, 64949, 51258, 63931, 23107, 64965, 28998, 60488, 64968, 65993, 51023, 55278}"
1440,Cytoplasm_Texture_InfoMeas2_Phalloidin_20_00_256,313,272,GO:0005743,mitochondrial inner membrane,cellular_component,2.0585804296824127e-14,3.579871367217716e-11,34,271,454,"{51073, 63875, 51081, 29074, 64928, 6183, 26024, 28973, 64949, 51258, 63931, 23107, 64965, 28998, 60488, 64968, 65993, 51023, 55278}"
1441,Cytoplasm_Texture_InfoMeas2_Phalloidin_20_00_256,313,272,GO:0005739,mitochondrion,cellular_component,2.490251136907172e-12,1.594355182670292e-09,57,271,1367,"{51073, 63875, 51081, 29074, 64928, 6183, 26024, 28973, 64949, 51258, 63931, 23107, 64965, 28998, 60488, 64968, 65993, 51023, 55278}"
1442,Cytoplasm_Texture_InfoMeas2_Phalloidin_20_00_256,313,272,GO:0005763,mitochondrial small ribosomal subunit,cellular_component,2.7504689752793995e-12,1.594355182670292e-09,11,271,32,"{51073, 63875, 51081, 29074, 64928, 6183, 26024, 28973, 64949, 51258, 63931, 23107, 64965, 28998, 60488, 64968, 65993, 51023, 55278}"
1443,Cytoplasm_Texture_InfoMeas2_Phalloidin_20_00_256,313,272,GO:0005759,mitochondrial matrix,cellular_component,3.4620263893594906e-10,1.5051159727740386e-07,26,271,381,"{51073, 63875, 51081, 29074, 64928, 6183, 26024, 28973, 64949, 51258, 63931, 23107, 64965, 28998, 60488, 64968, 65993, 51023, 55278}"
1444,Cytoplasm_Texture_InfoMeas2_Phalloidin_20_00_256,313,272,GO:0003723,RNA binding,molecular_function,1.4257014124850405e-14,6.228889471147142e-11,63,271,1389,"{51073, 63875, 51081, 29074, 64928, 6183, 26024, 28973, 64949, 51258, 63931, 23107, 64965, 28998, 60488, 64968, 65993, 51023, 55278}"
1445,Cytoplasm_Texture_InfoMeas2_Phalloidin_20_00_256,313,272,GO:0003735,structural constituent of ribosome,molecular_function,1.7129420543302615e-09,3.7419219176844563e-06,17,271,178,"{51073, 63875, 51081, 29074, 64928, 6183, 26024, 28973, 64949, 51258, 63931, 23107, 64965, 28998, 60488, 64968, 65993, 51023, 55278}"
1446,Cytoplasm_Texture_InfoMeas2_Phalloidin_20_01_256,269,241,GO:0032543,mitochondrial translation,biological_process,3.9626232596805284e-14,4.730975909732583e-10,17,240,94,"{64928, 51073, 124995, 23395, 63875, 64965, 51116, 28973, 65005, 122704, 28977, 64949, 54998, 51318, 51258, 63931, 116540}"
1447,Cytoplasm_Texture_InfoMeas2_Phalloidin_20_01_256,269,241,GO:0042274,ribosomal small subunit biogenesis,biological_process,4.158769980374606e-11,2.482577739784621e-07,13,240,72,"{64928, 51073, 124995, 23395, 63875, 64965, 51116, 28973, 65005, 122704, 28977, 64949, 54998, 51318, 51258, 63931, 116540}"
1448,Cytoplasm_Texture_InfoMeas2_Phalloidin_20_01_256,269,241,GO:0005739,mitochondrion,cellular_component,7.042728493867779e-12,1.2247304850836067e-08,52,240,1367,"{64928, 51073, 124995, 23395, 63875, 64965, 51116, 28973, 65005, 122704, 28977, 64949, 54998, 51318, 51258, 63931, 116540}"
1449,Cytoplasm_Texture_InfoMeas2_Phalloidin_20_01_256,269,241,GO:0005743,mitochondrial inner membrane,cellular_component,2.5890451671484728e-11,2.251174772835597e-08,28,240,454,"{64928, 51073, 124995, 23395, 63875, 64965, 51116, 28973, 65005, 122704, 28977, 64949, 54998, 51318, 51258, 63931, 116540}"
1450,Cytoplasm_Texture_InfoMeas2_Phalloidin_20_01_256,269,241,GO:0032040,small-subunit processome,cellular_component,7.460873452669856e-10,4.32481964473096e-07,12,240,74,"{64928, 51073, 124995, 23395, 63875, 64965, 51116, 28973, 65005, 122704, 28977, 64949, 54998, 51318, 51258, 63931, 116540}"
1451,Cytoplasm_Texture_InfoMeas2_Phalloidin_20_01_256,269,241,GO:0005762,mitochondrial large ribosomal subunit,cellular_component,1.0005987873133081e-08,4.350103227844607e-06,10,240,56,"{64928, 51073, 124995, 23395, 63875, 64965, 51116, 28973, 65005, 122704, 28977, 64949, 54998, 51318, 51258, 63931, 116540}"
1452,Cytoplasm_Texture_InfoMeas2_Phalloidin_20_01_256,269,241,GO:0003723,RNA binding,molecular_function,1.4952646657047135e-11,6.532811324463893e-08,53,240,1389,"{64928, 51073, 124995, 23395, 63875, 64965, 51116, 28973, 65005, 122704, 28977, 64949, 54998, 51318, 51258, 63931, 116540}"
1453,Cytoplasm_Texture_InfoMeas2_Phalloidin_20_02_256,541,450,GO:0032543,mitochondrial translation,biological_process,3.514330048564261e-18,4.1957586449808713e-14,25,442,94,"{51073, 63875, 55173, 7818, 78988, 29088, 54948, 26024, 51116, 28973, 51642, 64960, 51650, 5188, 64965, 28998, 64968, 65993, 57038, 64978, 11222, 84311, 65003, 55278, 55037}"
1454,Cytoplasm_Texture_InfoMeas2_Phalloidin_20_02_256,541,450,GO:0005739,mitochondrion,cellular_component,1.8417344295274148e-13,3.202776172948174e-10,81,442,1367,"{51073, 63875, 55173, 7818, 78988, 29088, 54948, 26024, 51116, 28973, 51642, 64960, 51650, 5188, 64965, 28998, 64968, 65993, 57038, 64978, 11222, 84311, 65003, 55278, 55037}"
1455,Cytoplasm_Texture_InfoMeas2_Phalloidin_20_02_256,541,450,GO:0005743,mitochondrial inner membrane,cellular_component,5.023325878605144e-12,4.367781851447172e-09,40,442,454,"{51073, 63875, 55173, 7818, 78988, 29088, 54948, 26024, 51116, 28973, 51642, 64960, 51650, 5188, 64965, 28998, 64968, 65993, 57038, 64978, 11222, 84311, 65003, 55278, 55037}"
1456,Cytoplasm_Texture_InfoMeas2_Phalloidin_20_02_256,541,450,GO:0005747,mitochondrial respiratory chain complex I,cellular_component,6.779131470335252e-09,3.929636542304335e-06,12,442,49,"{51073, 63875, 55173, 7818, 78988, 29088, 54948, 26024, 51116, 28973, 51642, 64960, 51650, 5188, 64965, 28998, 64968, 65993, 57038, 64978, 11222, 84311, 65003, 55278, 55037}"
1457,Cytoplasm_Texture_InfoMeas2_Phalloidin_20_02_256,541,450,GO:0005763,mitochondrial small ribosomal subunit,cellular_component,9.420614375863278e-09,4.09561209990656e-06,10,442,32,"{51073, 63875, 55173, 7818, 78988, 29088, 54948, 26024, 51116, 28973, 51642, 64960, 51650, 5188, 64965, 28998, 64968, 65993, 57038, 64978, 11222, 84311, 65003, 55278, 55037}"
1458,Cytoplasm_Texture_InfoMeas2_Phalloidin_20_02_256,541,450,GO:0003723,RNA binding,molecular_function,1.3518725686381645e-12,5.906331252380141e-09,82,442,1389,"{51073, 63875, 55173, 7818, 78988, 29088, 54948, 26024, 51116, 28973, 51642, 64960, 51650, 5188, 64965, 28998, 64968, 65993, 57038, 64978, 11222, 84311, 65003, 55278, 55037}"
1459,Cytoplasm_Texture_InfoMeas2_Phalloidin_20_02_256,541,450,GO:0003735,structural constituent of ribosome,molecular_function,1.218661998793772e-11,2.662167136364995e-08,24,442,178,"{51073, 63875, 55173, 7818, 78988, 29088, 54948, 26024, 51116, 28973, 51642, 64960, 51650, 5188, 64965, 28998, 64968, 65993, 57038, 64978, 11222, 84311, 65003, 55278, 55037}"
1460,Cytoplasm_Texture_InfoMeas2_Phalloidin_20_03_256,328,295,GO:0005739,mitochondrion,cellular_component,5.747016653669294e-13,9.994061960730901e-10,61,292,1367,"{63875, 55173, 170506, 25996, 122509, 23438, 388753, 80273, 55572, 9238, 54938, 10651, 5537, 51067, 28964, 91689, 4522, 51116, 84273, 285367, 7351, 55737, 51258, 2746, 64960, 23107, 1351, 10440, 64968, 60493, 51021, 51024, 983, 115416, 79065, 3417, 55005, 4702, 4191, 26589, 11232, 1763, 740, 5095, 5096, 10730, 23787, 4728, 7019, 65005, 56943, 4719, 55278, 4723, 79731, 4725, 26995, 6648, 84987, 55294, 25983}"
1461,Cytoplasm_Texture_InfoMeas2_Phalloidin_5_02_256,176,159,GO:0032543,mitochondrial translation,biological_process,1.8996025949295193e-14,2.2679355380863533e-10,15,158,94,"{740, 54148, 55173, 6183, 60488, 29093, 7818, 26024, 78988, 51373, 51116, 64968, 55278, 51318, 54998}"
1462,Cytoplasm_Texture_InfoMeas2_Phalloidin_5_02_256,176,159,GO:0005739,mitochondrion,cellular_component,6.338874585911238e-13,1.1023302904899642e-09,42,158,1367,"{740, 54148, 55173, 6183, 60488, 29093, 7818, 26024, 78988, 51373, 51116, 64968, 55278, 51318, 54998}"
1463,Cytoplasm_Texture_InfoMeas2_Phalloidin_5_02_256,176,159,GO:0005759,mitochondrial matrix,cellular_component,5.794671162029196e-12,5.0384665753843855e-09,22,158,381,"{740, 54148, 55173, 6183, 60488, 29093, 7818, 26024, 78988, 51373, 51116, 64968, 55278, 51318, 54998}"
1464,Cytoplasm_Texture_InfoMeas2_Phalloidin_5_02_256,176,159,GO:0005743,mitochondrial inner membrane,cellular_component,1.766730352584737e-11,1.0241146943816193e-08,23,158,454,"{740, 54148, 55173, 6183, 60488, 29093, 7818, 26024, 78988, 51373, 51116, 64968, 55278, 51318, 54998}"
1465,Cytoplasm_Texture_InfoMeas2_Phalloidin_5_02_256,176,159,GO:0005763,mitochondrial small ribosomal subunit,cellular_component,6.917170139337982e-10,3.007239718077188e-07,8,158,32,"{740, 54148, 55173, 6183, 60488, 29093, 7818, 26024, 78988, 51373, 51116, 64968, 55278, 51318, 54998}"
1466,Cytoplasm_Texture_InfoMeas2_WGA_10_03_256,30,26,GO:1902495,transmembrane transporter complex,cellular_component,2.772059725950416e-09,4.820611863427773e-06,4,26,13,"{528, 9114, 523, 527}"
1467,Cytoplasm_Texture_InfoMeas2_WGA_20_00_256,258,202,GO:0016241,regulation of macroautophagy,biological_process,1.9488911211873784e-12,2.326781109585611e-08,12,196,55,"{112936, 5289, 523, 526, 527, 528, 529, 9550, 533, 51382, 55737, 9114}"
1468,Cytoplasm_Texture_InfoMeas2_WGA_20_00_256,258,202,GO:0097401,synaptic vesicle lumen acidification,biological_process,5.531487844852309e-12,3.3020216689845863e-08,8,196,16,"{112936, 5289, 523, 526, 527, 528, 529, 9550, 533, 51382, 55737, 9114}"
1469,Cytoplasm_Texture_InfoMeas2_WGA_20_00_256,258,202,GO:1902495,transmembrane transporter complex,cellular_component,2.9519356895096046e-11,2.7181633066067273e-08,7,196,13,"{112936, 5289, 523, 526, 527, 528, 529, 9550, 533, 51382, 55737, 9114}"
1470,Cytoplasm_Texture_InfoMeas2_WGA_20_00_256,258,202,GO:0030665,clathrin-coated vesicle membrane,cellular_component,3.126122261767369e-11,2.7181633066067273e-08,9,196,29,"{112936, 5289, 523, 526, 527, 528, 529, 9550, 533, 51382, 55737, 9114}"
1471,Cytoplasm_Texture_InfoMeas2_WGA_20_00_256,258,202,GO:0000221,"vacuolar proton-transporting V-type ATPase, V1 domain",cellular_component,1.4394571266884248e-09,8.344053144370569e-07,6,196,11,"{112936, 5289, 523, 526, 527, 528, 529, 9550, 533, 51382, 55737, 9114}"
1472,Cytoplasm_Texture_InfoMeas2_WGA_20_00_256,258,202,GO:0046961,"proton-transporting ATPase activity, rotational mechanism",molecular_function,2.3999935459646484e-12,1.048557180231955e-08,9,196,24,"{112936, 5289, 523, 526, 527, 528, 529, 9550, 533, 51382, 55737, 9114}"
1473,Cytoplasm_Texture_InfoMeas2_WGA_20_02_256,259,218,GO:0030665,clathrin-coated vesicle membrane,cellular_component,2.031031928659767e-09,3.531964523939335e-06,8,210,29,"{526, 527, 528, 529, 533, 51382, 537, 9114}"
