,Feature,num_feat_genes,num_feat_ids,GO,term,class,p,p_corr,n_genes,n_study,n_go,study_geneIDs
974,Cytoplasm_Texture_InverseDifferenceMoment_Phalloidin_5_01_256,345,304,GO:0042274,ribosomal small subunit biogenesis,biological_process,1.9082383129723212e-13,2.2782457218576545e-09,16,297,72,"{84128, 10528, 10885, 56902, 84135, 88745, 27340, 57647, 51602, 6228, 51096, 6230, 23160, 57050, 65083, 6207}"
975,Cytoplasm_Texture_InverseDifferenceMoment_Phalloidin_5_01_256,345,304,GO:0006364,rRNA processing,biological_process,1.995879323238631e-12,1.1914401620073009e-08,18,297,115,"{84128, 10528, 10885, 56902, 84135, 88745, 27340, 57647, 51602, 6228, 51096, 6230, 23160, 57050, 65083, 6207}"
976,Cytoplasm_Texture_InverseDifferenceMoment_Phalloidin_5_01_256,345,304,GO:0032040,small-subunit processome,cellular_component,3.747780870568712e-12,6.5173909339189904e-09,15,297,74,"{84128, 10528, 10885, 56902, 84135, 88745, 27340, 57647, 51602, 6228, 51096, 6230, 23160, 57050, 65083, 6207}"
977,Cytoplasm_Texture_InverseDifferenceMoment_Phalloidin_5_01_256,345,304,GO:0005654,nucleoplasm,cellular_component,4.773569097333702e-09,4.150618330131653e-06,112,297,3887,"{84128, 10528, 10885, 56902, 84135, 88745, 27340, 57647, 51602, 6228, 51096, 6230, 23160, 57050, 65083, 6207}"
978,Cytoplasm_Texture_InverseDifferenceMoment_Phalloidin_5_01_256,345,304,GO:0003723,RNA binding,molecular_function,1.1884286396244446e-12,5.192244726519198e-09,63,297,1389,"{84128, 10528, 10885, 56902, 84135, 88745, 27340, 57647, 51602, 6228, 51096, 6230, 23160, 57050, 65083, 6207}"
979,Cytoplasm_Texture_InverseDifferenceMoment_Phalloidin_5_02_256,385,341,GO:0042274,ribosomal small subunit biogenesis,biological_process,1.387232903282162e-12,1.656217363228573e-08,16,338,72,"{84128, 10528, 55813, 10885, 56902, 10171, 6217, 27340, 27341, 57647, 6228, 6230, 23160, 57050, 65083, 134430}"
980,Cytoplasm_Texture_InverseDifferenceMoment_Phalloidin_5_02_256,385,341,GO:0006364,rRNA processing,biological_process,1.6302077023123437e-10,9.731524878953536e-07,17,338,115,"{84128, 10528, 55813, 10885, 56902, 10171, 6217, 27340, 27341, 57647, 6228, 6230, 23160, 57050, 65083, 134430}"
981,Cytoplasm_Texture_InverseDifferenceMoment_Phalloidin_5_02_256,385,341,GO:0032040,small-subunit processome,cellular_component,1.1920418633172823e-13,2.072960800308754e-10,17,338,74,"{84128, 10528, 55813, 10885, 56902, 10171, 6217, 27340, 27341, 57647, 6228, 6230, 23160, 57050, 65083, 134430}"
982,Cytoplasm_Texture_InverseDifferenceMoment_Phalloidin_5_02_256,385,341,GO:0003723,RNA binding,molecular_function,2.2297536170913019e-13,9.741793553071898e-10,70,338,1389,"{84128, 10528, 55813, 10885, 56902, 10171, 6217, 27340, 27341, 57647, 6228, 6230, 23160, 57050, 65083, 134430}"
983,Cytoplasm_Texture_InverseDifferenceMoment_Phalloidin_5_03_256,408,361,GO:0006364,rRNA processing,biological_process,3.019567498829282e-16,3.6050616368522797e-12,23,357,115,"{54663, 10248, 6155, 5393, 22803, 10775, 51096, 134430, 84128, 51367, 84135, 88745, 9775, 23223, 65083, 10556, 79050, 27340, 56915, 6230, 6234, 51575, 1662}"
984,Cytoplasm_Texture_InverseDifferenceMoment_Phalloidin_5_03_256,408,361,GO:0042274,ribosomal small subunit biogenesis,biological_process,9.024569482506674e-16,5.38721675258236e-12,19,357,72,"{54663, 10248, 6155, 5393, 22803, 10775, 51096, 134430, 84128, 51367, 84135, 88745, 9775, 23223, 65083, 10556, 79050, 27340, 56915, 6230, 6234, 51575, 1662}"
985,Cytoplasm_Texture_InverseDifferenceMoment_Phalloidin_5_03_256,408,361,GO:0032040,small-subunit processome,cellular_component,2.8983961871571647e-13,5.040310969466309e-10,17,357,74,"{54663, 10248, 6155, 5393, 22803, 10775, 51096, 134430, 84128, 51367, 84135, 88745, 9775, 23223, 65083, 10556, 79050, 27340, 56915, 6230, 6234, 51575, 1662}"
986,Cytoplasm_Texture_InverseDifferenceMoment_Phalloidin_5_03_256,408,361,GO:0005730,nucleolus,cellular_component,2.901274765885098e-12,2.5226584089370926e-09,53,357,1357,"{54663, 10248, 6155, 5393, 22803, 10775, 51096, 134430, 84128, 51367, 84135, 88745, 9775, 23223, 65083, 10556, 79050, 27340, 56915, 6230, 6234, 51575, 1662}"
987,Cytoplasm_Texture_InverseDifferenceMoment_Phalloidin_5_03_256,408,361,GO:0005654,nucleoplasm,cellular_component,4.57816387497156e-11,2.6538089928585145e-08,136,357,3887,"{54663, 10248, 6155, 5393, 22803, 10775, 51096, 134430, 84128, 51367, 84135, 88745, 9775, 23223, 65083, 10556, 79050, 27340, 56915, 6230, 6234, 51575, 1662}"
988,Cytoplasm_Texture_InverseDifferenceMoment_Phalloidin_5_03_256,408,361,GO:0003723,RNA binding,molecular_function,2.904759267912866e-18,1.2690893241511312e-14,82,357,1389,"{54663, 10248, 6155, 5393, 22803, 10775, 51096, 134430, 84128, 51367, 84135, 88745, 9775, 23223, 65083, 10556, 79050, 27340, 56915, 6230, 6234, 51575, 1662}"
989,Cytoplasm_Texture_InverseDifferenceMoment_WGA_10_00_256,314,255,GO:0042274,ribosomal small subunit biogenesis,biological_process,2.9552105137537657e-12,3.528225832370621e-08,14,243,72,"{55813, 56902, 10171, 27340, 57647, 10607, 51602, 6228, 6230, 23160, 57050, 65083, 5822, 6207}"
990,Cytoplasm_Texture_InverseDifferenceMoment_WGA_10_00_256,314,255,GO:0032040,small-subunit processome,cellular_component,3.619119317783185e-12,6.293648493624958e-09,14,243,74,"{55813, 56902, 10171, 27340, 57647, 10607, 51602, 6228, 6230, 23160, 57050, 65083, 5822, 6207}"
991,Cytoplasm_Texture_InverseDifferenceMoment_WGA_10_00_256,314,255,GO:0005654,nucleoplasm,cellular_component,4.4202613980166225e-09,3.843417285575453e-06,96,243,3887,"{55813, 56902, 10171, 27340, 57647, 10607, 51602, 6228, 6230, 23160, 57050, 65083, 5822, 6207}"
992,Cytoplasm_Texture_InverseDifferenceMoment_WGA_5_00_256,270,225,GO:0042274,ribosomal small subunit biogenesis,biological_process,8.112374614202521e-13,9.68536405189639e-09,14,221,72,"{84128, 51077, 55781, 92856, 6191, 57647, 51602, 84946, 6228, 23160, 57050, 65083, 134430, 25983}"
993,Cytoplasm_Texture_InverseDifferenceMoment_WGA_5_00_256,270,225,GO:0032040,small-subunit processome,cellular_component,1.7790947879075334e-11,3.0938458361712e-08,13,221,74,"{84128, 51077, 55781, 92856, 6191, 57647, 51602, 84946, 6228, 23160, 57050, 65083, 134430, 25983}"
994,Cytoplasm_Texture_InverseDifferenceMoment_WGA_5_01_256,230,187,GO:0032040,small-subunit processome,cellular_component,7.296311133342798e-10,1.2688285060883126e-06,11,187,74,"{84128, 56902, 84294, 6191, 57647, 10607, 51602, 23160, 65083, 134430, 25983}"
995,Cytoplasm_Texture_InverseDifferenceMoment_WGA_5_02_256,223,190,GO:0005654,nucleoplasm,cellular_component,2.7372041560281318e-09,4.759998027332921e-06,80,190,3887,"{10248, 6667, 8208, 56852, 27161, 3611, 1051, 23594, 65083, 6204, 5695, 6722, 56902, 4686, 6222, 23636, 23649, 55907, 9320, 60528, 3188, 56949, 23160, 3192, 8317, 9343, 10885, 7317, 10902, 9879, 84128, 54433, 10403, 6310, 84135, 7336, 8882, 4790, 51385, 10940, 705, 54475, 3276, 10979, 9453, 55534, 2290, 7922, 1786, 9987, 83732, 54556, 134430, 6432, 51493, 5425, 10556, 3921, 8021, 54623, 53615, 10607, 10614, 1399, 11128, 10109, 51070, 51077, 905, 2959, 55183, 80789, 1434, 83879, 4017, 80824, 8634, 65981, 22974, 55272}"
996,Cytoplasm_Texture_InverseDifferenceMoment_WGA_5_02_256,223,190,GO:0003723,RNA binding,molecular_function,4.414523338767625e-11,1.9287052467075753e-07,45,190,1389,"{10248, 6667, 8208, 56852, 27161, 3611, 1051, 23594, 65083, 6204, 5695, 6722, 56902, 4686, 6222, 23636, 23649, 55907, 9320, 60528, 3188, 56949, 23160, 3192, 8317, 9343, 10885, 7317, 10902, 9879, 84128, 54433, 10403, 6310, 84135, 7336, 8882, 4790, 51385, 10940, 705, 54475, 3276, 10979, 9453, 55534, 2290, 7922, 1786, 9987, 83732, 54556, 134430, 6432, 51493, 5425, 10556, 3921, 8021, 54623, 53615, 10607, 10614, 1399, 11128, 10109, 51070, 51077, 905, 2959, 55183, 80789, 1434, 83879, 4017, 80824, 8634, 65981, 22974, 55272}"
997,Cytoplasm_Texture_SumAverage_DAPI_Painting_10_00_256,23,21,GO:0042274,ribosomal small subunit biogenesis,biological_process,1.2855976104308069e-14,1.5348749870933405e-10,8,20,72,"{23160, 6223, 10607, 84946, 6230, 6232, 5822, 11103}"
998,Cytoplasm_Texture_SumAverage_DAPI_Painting_10_00_256,23,21,GO:0032040,small-subunit processome,cellular_component,2.5927442666634515e-10,4.508782279727742e-07,6,20,74,"{23160, 6223, 10607, 84946, 6230, 6232, 5822, 11103}"
999,Cytoplasm_Texture_SumAverage_DAPI_Painting_10_01_256,30,29,GO:0032040,small-subunit processome,cellular_component,3.0770522563163323e-09,5.350993873734102e-06,6,29,74,"{10607, 79954, 23160, 6232, 5822, 102724159}"
1000,Cytoplasm_Texture_SumEntropy_Phalloidin_10_01_256,301,262,GO:0042274,ribosomal small subunit biogenesis,biological_process,2.2761886627563955e-14,2.7175416444648606e-10,16,259,72,"{10885, 56902, 10171, 27340, 92856, 57647, 51602, 10199, 6228, 51096, 6230, 55127, 23160, 57050, 65083, 134430}"
1001,Cytoplasm_Texture_SumEntropy_Phalloidin_10_01_256,301,262,GO:0006364,rRNA processing,biological_process,3.039501801542867e-10,1.8144306004310146e-06,15,259,115,"{10885, 56902, 10171, 27340, 92856, 57647, 51602, 10199, 6228, 51096, 6230, 55127, 23160, 57050, 65083, 134430}"
1002,Cytoplasm_Texture_SumEntropy_Phalloidin_10_01_256,301,262,GO:0032040,small-subunit processome,cellular_component,1.4775645382924534e-15,2.5694847320905764e-12,17,259,74,"{10885, 56902, 10171, 27340, 92856, 57647, 51602, 10199, 6228, 51096, 6230, 55127, 23160, 57050, 65083, 134430}"
1003,Cytoplasm_Texture_SumEntropy_Phalloidin_10_01_256,301,262,GO:0005654,nucleoplasm,cellular_component,6.109006002195513e-11,5.311780718908999e-08,106,259,3887,"{10885, 56902, 10171, 27340, 92856, 57647, 51602, 10199, 6228, 51096, 6230, 55127, 23160, 57050, 65083, 134430}"
1004,Cytoplasm_Texture_SumEntropy_Phalloidin_10_01_256,301,262,GO:0005730,nucleolus,cellular_component,1.5177502823846586e-09,8.797892470223071e-07,39,259,1357,"{10885, 56902, 10171, 27340, 92856, 57647, 51602, 10199, 6228, 51096, 6230, 55127, 23160, 57050, 65083, 134430}"
1005,Cytoplasm_Texture_SumEntropy_Phalloidin_10_01_256,301,262,GO:0003723,RNA binding,molecular_function,1.4038078087296624e-18,6.1332363163398946e-15,68,259,1389,"{10885, 56902, 10171, 27340, 92856, 57647, 51602, 10199, 6228, 51096, 6230, 55127, 23160, 57050, 65083, 134430}"
1006,Cytoplasm_Texture_SumEntropy_Phalloidin_20_00_256,268,239,GO:0042274,ribosomal small subunit biogenesis,biological_process,5.291164419340369e-15,6.317121200250468e-11,16,236,72,"{84128, 10885, 56902, 84135, 25983, 51077, 10171, 55781, 27340, 92856, 6228, 23160, 57050, 65083, 9790, 134430}"
1007,Cytoplasm_Texture_SumEntropy_Phalloidin_20_00_256,268,239,GO:0032040,small-subunit processome,cellular_component,6.714053772288373e-15,1.1675739510009481e-11,16,236,74,"{84128, 10885, 56902, 84135, 25983, 51077, 10171, 55781, 27340, 92856, 6228, 23160, 57050, 65083, 9790, 134430}"
1008,Cytoplasm_Texture_SumEntropy_Phalloidin_20_00_256,268,239,GO:0003723,RNA binding,molecular_function,8.385745482952796e-10,3.6637322015020767e-06,49,236,1389,"{84128, 10885, 56902, 84135, 25983, 51077, 10171, 55781, 27340, 92856, 6228, 23160, 57050, 65083, 9790, 134430}"
1009,Cytoplasm_Texture_SumEntropy_WGA_10_00_256,188,164,GO:0000301,"retrograde transport, vesicle recycling within Golgi",biological_process,8.746859135561619e-11,1.0442875121947019e-06,6,163,9,"{9382, 57511, 22796, 91949, 25839, 84342}"
1010,Cytoplasm_Texture_SumEntropy_WGA_10_00_256,188,164,GO:0070085,glycosylation,biological_process,2.1681791593870278e-10,1.2942945491960863e-06,6,163,11,"{9382, 57511, 22796, 91949, 25839, 84342}"
1011,Cytoplasm_Texture_SumEntropy_WGA_10_00_256,188,164,GO:0017119,Golgi transport complex,cellular_component,8.746859135561619e-11,1.5210788036741657e-07,6,163,9,"{9382, 57511, 22796, 91949, 25839, 84342}"
1012,Cytoplasm_Texture_SumEntropy_WGA_10_02_256,108,95,GO:0017119,Golgi transport complex,cellular_component,8.08137323962778e-10,1.405350806371271e-06,5,94,9,"{9382, 22796, 91949, 25839, 84342}"
1013,Cytoplasm_Texture_SumEntropy_WGA_10_03_256,280,231,GO:0000301,"retrograde transport, vesicle recycling within Golgi",biological_process,3.3443644614092915e-12,3.992836730476553e-08,7,222,9,"{9382, 57511, 22796, 91949, 25839, 84342, 83548}"
1014,Cytoplasm_Texture_SumEntropy_WGA_10_03_256,280,231,GO:0070085,glycosylation,biological_process,1.1015760414741218e-11,6.57585817957977e-08,7,222,11,"{9382, 57511, 22796, 91949, 25839, 84342, 83548}"
1015,Cytoplasm_Texture_SumEntropy_WGA_10_03_256,280,231,GO:0017119,Golgi transport complex,cellular_component,3.3443644614092915e-12,5.815849798390758e-09,7,222,9,"{9382, 57511, 22796, 91949, 25839, 84342, 83548}"
1016,Cytoplasm_Texture_SumEntropy_WGA_5_03_256,275,241,GO:0017119,Golgi transport complex,cellular_component,8.407696323545917e-10,1.462098390664635e-06,6,237,9,"{9382, 57511, 22796, 91949, 25839, 84342}"
1017,Cytoplasm_Texture_SumVariance_Phalloidin_10_02_256,455,395,GO:0042274,ribosomal small subunit biogenesis,biological_process,1.0732999544850673e-22,1.281412815659722e-18,25,392,72,"{55813, 10885, 51096, 27292, 84135, 88745, 57647, 92856, 65083, 10171, 9277, 128061, 5822, 56902, 27340, 27341, 84946, 6228, 6230, 55127, 10199, 6234, 57050, 55781, 23160}"
1018,Cytoplasm_Texture_SumVariance_Phalloidin_10_02_256,455,395,GO:0006364,rRNA processing,biological_process,1.9734399219977473e-10,1.1780449614365554e-06,18,392,115,"{55813, 10885, 51096, 27292, 84135, 88745, 57647, 92856, 65083, 10171, 9277, 128061, 5822, 56902, 27340, 27341, 84946, 6228, 6230, 55127, 10199, 6234, 57050, 55781, 23160}"
1019,Cytoplasm_Texture_SumVariance_Phalloidin_10_02_256,455,395,GO:0032040,small-subunit processome,cellular_component,3.5224359738217995e-21,6.125516158476109e-18,24,392,74,"{55813, 10885, 51096, 27292, 84135, 88745, 57647, 92856, 65083, 10171, 9277, 128061, 5822, 56902, 27340, 27341, 84946, 6228, 6230, 55127, 10199, 6234, 57050, 55781, 23160}"
1020,Cytoplasm_Texture_SumVariance_Phalloidin_10_02_256,455,395,GO:0005654,nucleoplasm,cellular_component,2.956189858173707e-13,2.5704070816820386e-10,153,392,3887,"{55813, 10885, 51096, 27292, 84135, 88745, 57647, 92856, 65083, 10171, 9277, 128061, 5822, 56902, 27340, 27341, 84946, 6228, 6230, 55127, 10199, 6234, 57050, 55781, 23160}"
1021,Cytoplasm_Texture_SumVariance_Phalloidin_10_02_256,455,395,GO:0005730,nucleolus,cellular_component,1.098778582471873e-11,6.369253183061958e-09,55,392,1357,"{55813, 10885, 51096, 27292, 84135, 88745, 57647, 92856, 65083, 10171, 9277, 128061, 5822, 56902, 27340, 27341, 84946, 6228, 6230, 55127, 10199, 6234, 57050, 55781, 23160}"
1022,Cytoplasm_Texture_SumVariance_Phalloidin_10_02_256,455,395,GO:0003723,RNA binding,molecular_function,3.459638076460616e-22,1.5115158756056431e-18,94,392,1389,"{55813, 10885, 51096, 27292, 84135, 88745, 57647, 92856, 65083, 10171, 9277, 128061, 5822, 56902, 27340, 27341, 84946, 6228, 6230, 55127, 10199, 6234, 57050, 55781, 23160}"
1023,Cytoplasm_Texture_SumVariance_Phalloidin_10_03_256,362,322,GO:0042274,ribosomal small subunit biogenesis,biological_process,3.086436882111956e-14,3.684896993553464e-10,17,316,72,"{84128, 55813, 10885, 84135, 88745, 27341, 92856, 57647, 6228, 51096, 6230, 55127, 23160, 57050, 6234, 65083, 25983}"
1024,Cytoplasm_Texture_SumVariance_Phalloidin_10_03_256,362,322,GO:0032040,small-subunit processome,cellular_component,6.258021606152022e-13,1.0882699573098366e-09,16,316,74,"{84128, 55813, 10885, 84135, 88745, 27341, 92856, 57647, 6228, 51096, 6230, 55127, 23160, 57050, 6234, 65083, 25983}"
1025,Cytoplasm_Texture_SumVariance_Phalloidin_10_03_256,362,322,GO:0005654,nucleoplasm,cellular_component,1.6128025689574827e-11,1.4023318337085312e-08,125,316,3887,"{84128, 55813, 10885, 84135, 88745, 27341, 92856, 57647, 6228, 51096, 6230, 55127, 23160, 57050, 6234, 65083, 25983}"
1026,Cytoplasm_Texture_SumVariance_Phalloidin_10_03_256,362,322,GO:0003723,RNA binding,molecular_function,1.927780295215813e-15,8.422472109797887e-12,71,316,1389,"{84128, 55813, 10885, 84135, 88745, 27341, 92856, 57647, 6228, 51096, 6230, 55127, 23160, 57050, 6234, 65083, 25983}"
1027,Cytoplasm_Texture_SumVariance_Phalloidin_20_00_256,349,314,GO:0042274,ribosomal small subunit biogenesis,biological_process,6.617563129142489e-21,7.900708619883218e-17,22,311,72,"{55813, 10885, 134430, 84128, 84135, 57647, 64434, 92856, 65083, 10171, 9277, 9790, 56902, 27340, 26574, 6228, 10199, 57050, 6234, 55781, 23160, 25983}"
1028,Cytoplasm_Texture_SumVariance_Phalloidin_20_00_256,349,314,GO:0032543,mitochondrial translation,biological_process,3.128972741572933e-11,1.8678402780819625e-07,16,311,94,"{55813, 10885, 134430, 84128, 84135, 57647, 64434, 92856, 65083, 10171, 9277, 9790, 56902, 27340, 26574, 6228, 10199, 57050, 6234, 55781, 23160, 25983}"
1029,Cytoplasm_Texture_SumVariance_Phalloidin_20_00_256,349,314,GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",biological_process,5.871289367369098e-10,2.3365774585673223e-06,9,311,27,"{55813, 10885, 134430, 84128, 84135, 57647, 64434, 92856, 65083, 10171, 9277, 9790, 56902, 27340, 26574, 6228, 10199, 57050, 6234, 55781, 23160, 25983}"
1030,Cytoplasm_Texture_SumVariance_Phalloidin_20_00_256,349,314,GO:0032040,small-subunit processome,cellular_component,2.1671868586209042e-19,3.7687379471417524e-16,21,311,74,"{55813, 10885, 134430, 84128, 84135, 57647, 64434, 92856, 65083, 10171, 9277, 9790, 56902, 27340, 26574, 6228, 10199, 57050, 6234, 55781, 23160, 25983}"
1031,Cytoplasm_Texture_SumVariance_Phalloidin_20_00_256,349,314,GO:0005739,mitochondrion,cellular_component,3.9967492637308145e-11,3.475173484813943e-08,60,311,1367,"{55813, 10885, 134430, 84128, 84135, 57647, 64434, 92856, 65083, 10171, 9277, 9790, 56902, 27340, 26574, 6228, 10199, 57050, 6234, 55781, 23160, 25983}"
1032,Cytoplasm_Texture_SumVariance_Phalloidin_20_00_256,349,314,GO:0005730,nucleolus,cellular_component,3.132893091599964e-10,1.8160336954307793e-07,45,311,1357,"{55813, 10885, 134430, 84128, 84135, 57647, 64434, 92856, 65083, 10171, 9277, 9790, 56902, 27340, 26574, 6228, 10199, 57050, 6234, 55781, 23160, 25983}"
1033,Cytoplasm_Texture_SumVariance_Phalloidin_20_00_256,349,314,GO:0003723,RNA binding,molecular_function,7.791750429062096e-20,3.4042157624572297e-16,78,311,1389,"{55813, 10885, 134430, 84128, 84135, 57647, 64434, 92856, 65083, 10171, 9277, 9790, 56902, 27340, 26574, 6228, 10199, 57050, 6234, 55781, 23160, 25983}"
1034,Cytoplasm_Texture_SumVariance_Phalloidin_20_00_256,349,314,GO:0003735,structural constituent of ribosome,molecular_function,2.00036213795439e-09,4.369791090361365e-06,18,311,178,"{55813, 10885, 134430, 84128, 84135, 57647, 64434, 92856, 65083, 10171, 9277, 9790, 56902, 27340, 26574, 6228, 10199, 57050, 6234, 55781, 23160, 25983}"
1035,Cytoplasm_Texture_SumVariance_Phalloidin_20_01_256,181,163,GO:0009060,aerobic respiration,biological_process,1.839562355017665e-12,2.1962534956555905e-08,12,160,66,"{7384, 126328, 4710, 4712, 4714, 4717, 4725, 6390, 4728, 7385, 158, 4191}"
1036,Cytoplasm_Texture_SumVariance_Phalloidin_20_01_256,181,163,GO:0005743,mitochondrial inner membrane,cellular_component,9.625210758862353e-10,1.6738241509661632e-06,21,160,454,"{7384, 126328, 4710, 4712, 4714, 4717, 4725, 6390, 4728, 7385, 158, 4191}"
1037,Cytoplasm_Texture_SumVariance_Phalloidin_20_01_256,181,163,GO:0005739,mitochondrion,cellular_component,4.154439325303333e-09,3.6122849933512483e-06,36,160,1367,"{7384, 126328, 4710, 4712, 4714, 4717, 4725, 6390, 4728, 7385, 158, 4191}"
1038,Cytoplasm_Texture_SumVariance_Phalloidin_20_01_256,181,163,GO:0003723,RNA binding,molecular_function,3.514147697833269e-10,1.5353311291833552e-06,39,160,1389,"{7384, 126328, 4710, 4712, 4714, 4717, 4725, 6390, 4728, 7385, 158, 4191}"
1039,Cytoplasm_Texture_SumVariance_Phalloidin_20_02_256,423,379,GO:0042274,ribosomal small subunit biogenesis,biological_process,3.609481485908519e-19,4.309359946026181e-15,22,374,72,"{55813, 10885, 84128, 84135, 57647, 92856, 65083, 10171, 9277, 5822, 9790, 56902, 27340, 84946, 6228, 55127, 10199, 57050, 6234, 55781, 23160, 25983}"
1040,Cytoplasm_Texture_SumVariance_Phalloidin_20_02_256,423,379,GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",biological_process,3.554254027779218e-12,2.1217119418828043e-08,11,374,27,"{55813, 10885, 84128, 84135, 57647, 92856, 65083, 10171, 9277, 5822, 9790, 56902, 27340, 84946, 6228, 55127, 10199, 57050, 6234, 55781, 23160, 25983}"
1041,Cytoplasm_Texture_SumVariance_Phalloidin_20_02_256,423,379,GO:0032040,small-subunit processome,cellular_component,9.640524878882731e-18,1.676487276437707e-14,21,374,74,"{55813, 10885, 84128, 84135, 57647, 92856, 65083, 10171, 9277, 5822, 9790, 56902, 27340, 84946, 6228, 55127, 10199, 57050, 6234, 55781, 23160, 25983}"
1042,Cytoplasm_Texture_SumVariance_Phalloidin_20_02_256,423,379,GO:0005730,nucleolus,cellular_component,1.7965384194306e-11,1.309946296192176e-08,53,374,1357,"{55813, 10885, 84128, 84135, 57647, 92856, 65083, 10171, 9277, 5822, 9790, 56902, 27340, 84946, 6228, 55127, 10199, 57050, 6234, 55781, 23160, 25983}"
1043,Cytoplasm_Texture_SumVariance_Phalloidin_20_02_256,423,379,GO:0005654,nucleoplasm,cellular_component,2.2598268479450995e-11,1.309946296192176e-08,142,374,3887,"{55813, 10885, 84128, 84135, 57647, 92856, 65083, 10171, 9277, 5822, 9790, 56902, 27340, 84946, 6228, 55127, 10199, 57050, 6234, 55781, 23160, 25983}"
1044,Cytoplasm_Texture_SumVariance_Phalloidin_20_02_256,423,379,GO:0003723,RNA binding,molecular_function,1.651931152616473e-17,7.217287205781371e-14,83,374,1389,"{55813, 10885, 84128, 84135, 57647, 92856, 65083, 10171, 9277, 5822, 9790, 56902, 27340, 84946, 6228, 55127, 10199, 57050, 6234, 55781, 23160, 25983}"
1045,Cytoplasm_Texture_SumVariance_Phalloidin_20_03_256,203,181,GO:0009060,aerobic respiration,biological_process,1.6355507145066892e-10,1.8044119627862698e-06,11,181,66,"{4704, 4712, 54539, 4717, 4725, 4694, 6390, 4728, 4700, 158, 4191}"
1046,Cytoplasm_Texture_SumVariance_Phalloidin_20_03_256,203,181,GO:0042776,proton motive force-driven mitochondrial ATP synthesis,biological_process,3.02271875833197e-10,1.8044119627862698e-06,10,181,64,"{4704, 4712, 54539, 4717, 4725, 4694, 6390, 4728, 4700, 158, 4191}"
1047,Cytoplasm_Texture_SumVariance_Phalloidin_20_03_256,203,181,GO:0005739,mitochondrion,cellular_component,7.623371763696295e-11,1.3257043497067857e-07,42,181,1367,"{4704, 4712, 54539, 4717, 4725, 4694, 6390, 4728, 4700, 158, 4191}"
1048,Cytoplasm_Texture_SumVariance_WGA_10_01_256,222,196,GO:0000301,"retrograde transport, vesicle recycling within Golgi",biological_process,2.5110610768279875e-10,2.9979558196249344e-06,6,194,9,"{9382, 57511, 22796, 91949, 25839, 84342}"
1049,Cytoplasm_Texture_SumVariance_WGA_10_01_256,222,196,GO:0070085,glycosylation,biological_process,6.213940280603306e-10,3.7094116505061434e-06,6,194,11,"{9382, 57511, 22796, 91949, 25839, 84342}"
1050,Cytoplasm_Texture_SumVariance_WGA_10_01_256,222,196,GO:0017119,Golgi transport complex,cellular_component,2.5110610768279875e-10,4.36673521260387e-07,6,194,9,"{9382, 57511, 22796, 91949, 25839, 84342}"
1051,Cytoplasm_Texture_SumVariance_WGA_10_02_256,247,217,GO:0000301,"retrograde transport, vesicle recycling within Golgi",biological_process,3.9383387789035333e-10,4.7019826681329285e-06,6,209,9,"{9382, 57511, 22796, 91949, 25839, 84342}"
1052,Cytoplasm_Texture_SumVariance_WGA_10_02_256,247,217,GO:0070085,glycosylation,biological_process,9.737953405775673e-10,5.8130712855777885e-06,6,209,11,"{9382, 57511, 22796, 91949, 25839, 84342}"
1053,Cytoplasm_Texture_SumVariance_WGA_10_02_256,247,217,GO:0017119,Golgi transport complex,cellular_component,3.9383387789035333e-10,6.848771136513245e-07,6,209,9,"{9382, 57511, 22796, 91949, 25839, 84342}"
1054,Cytoplasm_Texture_SumVariance_WGA_10_03_256,249,213,GO:0000301,"retrograde transport, vesicle recycling within Golgi",biological_process,3.9383387789035333e-10,4.7019826681329285e-06,6,209,9,"{9382, 57511, 22796, 91949, 25839, 84342}"
1055,Cytoplasm_Texture_SumVariance_WGA_10_03_256,249,213,GO:0070085,glycosylation,biological_process,9.737953405775673e-10,5.8130712855777885e-06,6,209,11,"{9382, 57511, 22796, 91949, 25839, 84342}"
1056,Cytoplasm_Texture_SumVariance_WGA_10_03_256,249,213,GO:0017119,Golgi transport complex,cellular_component,3.9383387789035333e-10,6.848771136513245e-07,6,209,9,"{9382, 57511, 22796, 91949, 25839, 84342}"
1057,Cytoplasm_Texture_SumVariance_WGA_5_00_256,317,268,GO:0017119,Golgi transport complex,cellular_component,1.5377120434373826e-09,2.674081243537608e-06,6,262,9,"{9382, 57511, 22796, 91949, 25839, 84342}"
1058,Cytoplasm_Texture_SumVariance_WGA_5_03_256,222,191,GO:0000301,"retrograde transport, vesicle recycling within Golgi",biological_process,2.1442097485308297e-10,2.559972018770958e-06,6,189,9,"{9382, 57511, 22796, 91949, 25839, 84342}"
1059,Cytoplasm_Texture_SumVariance_WGA_5_03_256,222,191,GO:0070085,glycosylation,biological_process,5.307565979349504e-10,3.168351511372687e-06,6,189,11,"{9382, 57511, 22796, 91949, 25839, 84342}"
1060,Cytoplasm_Texture_SumVariance_WGA_5_03_256,222,191,GO:0017119,Golgi transport complex,cellular_component,2.1442097485308297e-10,3.7287807526951127e-07,6,189,9,"{9382, 57511, 22796, 91949, 25839, 84342}"
